curve_id,true_class,raw_point_count,resampled_point_count,missing_bins_before_akima,remaining_nan_after_akima,pre_normalization_max_abs,normalized_max_abs_before_savgol,smoothed_min,smoothed_max
SYN-0928,IFO-Bridge,291,901,610,0,23.06011473,1,0.6080523801,0.9858798212
SYN-0929,IFO-Slope,297,901,604,0,16.62404817,1,0.3077420393,1.002404774
SYN-0930,IFO-Bridge,292,901,609,0,14.97137643,1,0.5694300648,0.9852636539
SYN-0931,IFO-Slope,292,901,609,0,11.59013002,1,0.3395130813,0.9940872435
SYN-0932,IFO-Hill,296,901,605,0,9.583762729,1,0.2313884595,0.991703867
SYN-0933,IFO-Bridge,288,901,613,0,8.355557536,1,0.6741160866,0.9882323714
SYN-0934,IFO-Slope,299,901,602,0,22.10352868,1,0.3138644689,0.9748103671
SYN-0935,IFO-Slope,297,901,604,0,20.71327888,1,0.3739594785,0.9998614723
SYN-0936,IFO-Bridge,297,901,604,0,16.29891345,1,0.542658112,0.9861372232
SYN-0937,IFO-Hill,299,901,602,0,12.95865416,1,0.3475918449,0.9931912591
SYN-0938,IFO-Hill,280,901,621,0,16.64654807,1,0.3185091658,0.9888487127
SYN-0939,IFO-Slope,284,901,617,0,21.56651622,1,0.2482748341,0.981667412
SYN-0940,IFO-Hill,297,901,604,0,8.27029529,1,0.2266626331,0.9938775619
SYN-0941,IFO-Slope,289,901,612,0,9.093871171,1,0.2734007939,1.003053192
SYN-0942,IFO-Valley,292,901,609,0,9.148191195,1,0.4285610165,1.002004551
SYN-0943,IFO-Valley,292,901,609,0,11.65660881,1,0.3242603052,1.005571515
SYN-0944,IFO-Valley,290,901,611,0,7.914532063,1,0.4441515306,0.9990244793
SYN-0945,IFO-Hill,298,901,603,0,15.16229957,1,0.3084860339,0.9965269058
SYN-0946,IFO-Bridge,293,901,608,0,12.64110257,1,0.5984592848,0.9825631696
SYN-0947,IFO-Valley,298,901,603,0,9.894805669,1,0.2882146117,1.005814636
SYN-0948,IFO-Hill,292,901,609,0,9.04865623,1,0.2436921073,0.9919321791
SYN-0949,IFO-Valley,288,901,613,0,13.76574341,1,0.2949713174,1.005749668
SYN-0950,IFO-Valley,293,901,608,0,10.45009327,1,0.2955901108,0.9714847848
SYN-0951,IFO-Bridge,297,901,604,0,20.64943191,1,0.5863908026,0.9770205944
SYN-0952,IFO-Slope,283,901,618,0,18.57046192,1,0.1970690072,0.9920844956
SYN-0953,IFO-Slope,285,901,616,0,19.15811429,1,0.3120524676,1.007788875
SYN-0954,IFO-Slope,297,901,604,0,22.98638753,1,0.273641683,0.9880857029
SYN-0955,IFO-Valley,293,901,608,0,14.20743018,1,0.2780746476,0.998105211
SYN-0956,IFO-Bridge,296,901,605,0,12.17263793,1,0.6258041899,0.9690090143
SYN-0957,IFO-Valley,295,901,606,0,10.50651894,1,0.3473965037,1.014503962
SYN-0958,IFO-Hill,289,901,612,0,8.713749716,1,0.2823101538,0.9949895109
SYN-0959,IFO-Bridge,289,901,612,0,8.994353126,1,0.58678128,0.9831024986
SYN-0960,IFO-Slope,299,901,602,0,8.98545862,1,0.2237711224,0.9956725866
SYN-0961,IFO-Valley,292,901,609,0,23.03003381,1,0.3708783712,0.9980945607
SYN-0962,IFO-Hill,291,901,610,0,15.73876052,1,0.2822747923,0.9916805129
SYN-0963,IFO-Valley,298,901,603,0,12.92082473,1,0.3564799729,1.001740457
SYN-0964,IFO-Valley,294,901,607,0,14.20577908,1,0.2765384166,0.9820891933
SYN-0965,IFO-Slope,294,901,607,0,10.93272991,1,0.341150844,1.006993078
SYN-0966,IFO-Slope,292,901,609,0,10.55316403,1,0.24174682,1.00750359
SYN-0967,IFO-Valley,289,901,612,0,19.69529842,1,0.3547408017,0.9884853634
SYN-0968,IFO-Hill,286,901,615,0,9.272772214,1,0.3084851726,0.9897526113
SYN-0969,IFO-Slope,293,901,608,0,17.68417675,1,0.3575110388,1.001288369
SYN-0970,IFO-Bridge,288,901,613,0,20.90564184,1,0.5965122713,0.9795046651
SYN-0971,IFO-Slope,288,901,613,0,13.37549478,1,0.29271614,0.9964580808
SYN-0972,IFO-Hill,286,901,615,0,12.29636924,1,0.2554254997,0.9919935128
SYN-0973,IFO-Hill,297,901,604,0,13.34566657,1,0.3190155843,0.9977212529
SYN-0974,IFO-Slope,293,901,608,0,16.15212797,1,0.309659303,0.9858181827
SYN-0975,IFO-Valley,293,901,608,0,22.0139432,1,0.3010769033,0.9915091788
SYN-0976,IFO-Valley,297,901,604,0,14.12555314,1,0.371731563,0.9961484487
SYN-0977,IFO-Hill,294,901,607,0,10.68927846,1,0.264245243,0.9936682551
SYN-0978,IFO-Valley,292,901,609,0,21.19039441,1,0.3591150162,1.000274038
SYN-0979,IFO-Valley,292,901,609,0,18.98946891,1,0.3601688575,1.006561863
SYN-0980,IFO-Bridge,279,901,622,0,18.81242031,1,0.5989277097,0.9794904613
SYN-0981,IFO-Hill,283,901,618,0,9.752563359,1,0.3095453269,0.9910888574
SYN-0982,IFO-Valley,293,901,608,0,23.46242794,1,0.4013132826,0.9898632547
SYN-0983,IFO-Hill,293,901,608,0,19.98214505,1,0.2393392302,0.9824876027
SYN-0984,IFO-Hill,287,901,614,0,22.0430299,1,0.272760078,0.9952954528
SYN-0985,IFO-Bridge,292,901,609,0,21.13751007,1,0.5548078324,0.9926723858
SYN-0986,IFO-Hill,290,901,611,0,8.821982154,1,0.3327872159,0.9871102359
SYN-0987,IFO-Valley,295,901,606,0,20.89353768,1,0.3841168434,0.9830493437
SYN-0988,IFO-Hill,299,901,602,0,12.27868051,1,0.3391001168,0.9912795219
SYN-0989,IFO-Hill,292,901,609,0,13.22202449,1,0.2344273436,0.991718071
SYN-0990,IFO-Slope,297,901,604,0,8.862899701,1,0.2605755393,0.987590963
SYN-0991,IFO-Valley,289,901,612,0,8.533758364,1,0.3593852331,0.9810512398
SYN-0992,IFO-Bridge,290,901,611,0,11.87497693,1,0.6637119021,0.9889814509
SYN-0993,IFO-Bridge,292,901,609,0,18.9786594,1,0.613777491,0.9803900583
SYN-0994,IFO-Bridge,289,901,612,0,15.26601119,1,0.6697331244,0.9818870633
SYN-0995,IFO-Valley,284,901,617,0,13.10378056,1,0.4203435836,0.9933434885
SYN-0996,IFO-Hill,288,901,613,0,21.59583683,1,0.2279324253,0.9861645957
SYN-0997,IFO-Slope,295,901,606,0,13.89373512,1,0.2761293868,0.9897896492
SYN-0998,IFO-Slope,297,901,604,0,20.25602447,1,0.3734634383,0.9945338528
SYN-0999,IFO-Valley,294,901,607,0,15.58430399,1,0.2605206657,1.009202456
SYN-1000,IFO-Valley,292,901,609,0,8.221801425,1,0.3533196261,0.9917619392
