curve_id,sample_id,source_absolute_path,source_relative_path,top_dir,doi_dir,doi,figure_folder,series_id,unit_factor_to_hours,unit_label,unit_source,y_axis_name,y_axis_unit,n_raw_points,n_unique_points_0_200h,start_time_absolute_h,end_time_absolute_h,duration_h,global_max_pce_time_relative_h,global_max_pce_value,duration_ge_200h,global_max_pce_by_200h,paper_selected_min4,main_selected_min10,selection_or_exclusion_reasons
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,10.1002/adfm.201807024|Fig6_D_pce|10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002_adfm.201807024,10.1002/adfm.201807024,Fig6_D_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,18,8,-1.3882370374635684,428.0615236986405,429.44976073610405,0.0,0.9967099413295936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv,10.1021/acs.nanolett.9b02142|Fig1_D_stability_performance_curve_pce|10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv,x_time_day,10.1021_acs.nanolett.9b02142,10.1021/acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,Series_1,24.0,days,top_directory_fallback,Δ PCE,[%],49,3,1011.2090022473145,4233.9512460477945,3222.74224380048,3222.74224380048,-0.1975327483328624,True,False,False,False,global_max_pce_after_200h;nonpositive_or_invalid_max_pce;unique_points_lt_4
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv,10.1021/acs.nanolett.9b02142|Fig1_D_stability_performance_curve_pce|10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv,x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/accepted/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv,x_time_day,10.1021_acs.nanolett.9b02142,10.1021/acs.nanolett.9b02142,Fig1_D_stability_performance_curve_pce,Series_2,24.0,days,top_directory_fallback,Δ PCE,[%],54,3,1011.2090022473145,4569.653563110344,3558.44456086303,67.14046341251003,-0.19562814791433344,True,True,False,False,nonpositive_or_invalid_max_pce;unique_points_lt_4
x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2.csv,10.1021/acsaem.0c00398|Fig4_D_stability_performance_curve|10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2.csv,x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/accepted/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2.csv,x_time_day,10.1021_acsaem.0c00398,10.1021/acsaem.0c00398,Fig4_D_stability_performance_curve,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,%,51,14,-5.939513639300074,712.4242769874203,718.3637906267204,287.3455162506881,1.0373502980074838,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1021_acsaem.0c01571/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1.csv,10.1021/acsaem.0c01571|Fig4_F_stability_performance_curve_pce|10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsaem.0c01571/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1.csv,x_time_day/10.1021_acsaem.0c01571/Fig4_F_stability_performance_curve_pce/accepted/10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1.csv,x_time_day,10.1021_acsaem.0c01571,10.1021/acsaem.0c01571,Fig4_F_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,49,5,-23.20654602132069,2102.916527896169,2126.12307391749,44.294230706614314,1.0041945502579306,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsaem.1c00032/Fig6_F_stability_performance_curve_voc/accepted/10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1.csv,10.1021/acsaem.1c00032|Fig6_F_stability_performance_curve_voc|10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsaem.1c00032/Fig6_F_stability_performance_curve_voc/accepted/10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1.csv,x_time_day/10.1021_acsaem.1c00032/Fig6_F_stability_performance_curve_voc/accepted/10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1.csv,x_time_day,10.1021_acsaem.1c00032,10.1021/acsaem.1c00032,Fig6_F_stability_performance_curve_voc,Series_1,24.0,days,top_directory_fallback,Normalized PCE,,30,6,-4.486464133017762,1046.1588081464172,1050.645272279435,0.0,0.999771150478607,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2.csv,10.1021/acsaem.1c00192|Fig5_D_stability_performance_curve_pce|10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2.csv,x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2.csv,x_time_day,10.1021_acsaem.1c00192,10.1021/acsaem.1c00192,Fig5_D_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,43,9,-6.244465283902159,938.5112817765682,944.7557470604704,44.988368907641444,0.9918686563887651,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1.csv,10.1021/acsaem.1c00192|Fig5_D_stability_performance_curve_pce|10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1.csv,x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1.csv,x_time_day,10.1021_acsaem.1c00192,10.1021/acsaem.1c00192,Fig5_D_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,43,9,-3.995046838520082,940.7607002219503,944.7557470604704,44.988368907641444,1.0036935785333019,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2.csv,10.1021/acsami.0c03180|Fig8_D_stability_performance_curve_pce|10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2.csv,x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2.csv,x_time_day,10.1021_acsami.0c03180,10.1021/acsami.0c03180,Fig8_D_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE (%),%,52,4,5.151945654295901,2832.6647861302863,2827.5128404759903,0.0,1.0037616349999778,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1.csv,10.1021/acsami.0c03180|Fig8_D_stability_performance_curve_pce|10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1.csv,x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/accepted/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1.csv,x_time_day,10.1021_acsami.0c03180,10.1021/acsami.0c03180,Fig8_D_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE (%),%,51,4,66.13751672338594,2838.208928954749,2772.071412231363,0.0,0.9901940749529439,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.0c05527/Fig7_C_stability_performance_curve/accepted/10.1021_acsami.0c05527__Fig7__C__stability_performance_curve__Sn-based__Series_2.csv,10.1021/acsami.0c05527|Fig7_C_stability_performance_curve|10.1021_acsami.0c05527__Fig7__C__stability_performance_curve__Sn-based__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.0c05527/Fig7_C_stability_performance_curve/accepted/10.1021_acsami.0c05527__Fig7__C__stability_performance_curve__Sn-based__Series_2.csv,x_time_day/10.1021_acsami.0c05527/Fig7_C_stability_performance_curve/accepted/10.1021_acsami.0c05527__Fig7__C__stability_performance_curve__Sn-based__Series_2.csv,x_time_day,10.1021_acsami.0c05527,10.1021/acsami.0c05527,Fig7_C_stability_performance_curve,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,73,73,0.08248915248998667,167.09305831468652,167.01056916219653,0.0,0.9992289441913048,False,True,False,False,duration_lt_200h
x_time_day/10.1021_acsami.6b15563/Fig5_F_stability_performance_curve_pce/accepted/10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2.csv,10.1021/acsami.6b15563|Fig5_F_stability_performance_curve_pce|10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.6b15563/Fig5_F_stability_performance_curve_pce/accepted/10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2.csv,x_time_day/10.1021_acsami.6b15563/Fig5_F_stability_performance_curve_pce/accepted/10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2.csv,x_time_day,10.1021_acsami.6b15563,10.1021/acsami.6b15563,Fig5_F_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,PCE/initial PCE,,26,26,-4.225830706940462,186.39680340606952,190.62263411300998,30.49962145808159,1.0411392705896647,False,True,False,False,duration_lt_200h
x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv,10.1021/acsami.8b09461|Fig8_A_stability_performance_curve_pce|10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv,x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1021_acsami.8b09461,10.1021/acsami.8b09461,Fig8_A_stability_performance_curve_pce,Series_1,24.0,d,validation.axis.x.unit,PCE,(%),63,7,9.468479807195678,1862.1683724980337,1852.699892690838,0.0,1.0024031941047704,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/accepted/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv,10.1021/acsami.8b10062|Fig9_C_stability_performance_curve_pce|10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/accepted/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv,x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/accepted/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv,x_time_day,10.1021_acsami.8b10062,10.1021/acsami.8b10062,Fig9_C_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,41,6,5.213914718539002,1418.1798865577948,1412.9659718392559,0.0,1.0059522812230826,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv,10.1021/acsami.8b18200|Fig7_C_eqe|10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv,x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv,x_time_day,10.1021_acsami.8b18200,10.1021/acsami.8b18200,Fig7_C_eqe,Series_2,24.0,days,validation.axis.x.unit,PCE,normalized,42,4,-21.04510193819877,2355.8589507131283,2376.904052651327,0.0,0.9970866469219897,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv,10.1021/acsami.8b18200|Fig7_C_eqe|10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv,x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/accepted/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv,x_time_day,10.1021_acsami.8b18200,10.1021/acsami.8b18200,Fig7_C_eqe,Series_1,24.0,days,validation.axis.x.unit,PCE,normalized,39,4,19.536186765604327,2222.520430686346,2202.984243920742,0.0,0.7602332809869459,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.8b22040/Fig5_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,10.1021/acsami.8b22040|Fig5_A_stability_performance_curve_pce|10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.8b22040/Fig5_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,x_time_day/10.1021_acsami.8b22040/Fig5_A_stability_performance_curve_pce/accepted/10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,x_time_day,10.1021_acsami.8b22040,10.1021/acsami.8b22040,Fig5_A_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,,61,5,12.61288484824675,2858.0772516619836,2845.464366813737,0.0,1.0001563126790718,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.9b07318/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1.csv,10.1021/acsami.9b07318|Fig8_A_stability_performance_curve_pce|10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b07318/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1.csv,x_time_day/10.1021_acsami.9b07318/Fig8_A_stability_performance_curve_pce/accepted/10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1.csv,x_time_day,10.1021_acsami.9b07318,10.1021/acsami.9b07318,Fig8_A_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,72,7,9.522236514485115,2187.4036625433246,2177.8814260288395,1012.2547473091792,1.2771986594669642,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,10.1021/acsami.9b08714|Fig5_D_stability_performance_curve_pce|10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/accepted/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,x_time_day,10.1021_acsami.9b08714,10.1021/acsami.9b08714,Fig5_D_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,53,5,14.2780399870161,2230.8040310190336,2216.5259910320174,85.25099965507754,1.004746415421216,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3.csv,10.1021/acsami.9b17930|Fig8_B_stability_performance_curve_pce|10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3.csv,x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3.csv,x_time_day,10.1021_acsami.9b17930,10.1021/acsami.9b17930,Fig8_B_stability_performance_curve_pce,Series_3,24.0,d,validation.axis.x.unit,Normalized PCE,,44,9,-1.2105851789997075,1059.9343690606102,1061.14495423961,0.0,1.0033055283688588,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1.csv,10.1021/acsami.9b17930|Fig8_B_stability_performance_curve_pce|10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1.csv,x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/accepted/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1021_acsami.9b17930,10.1021/acsami.9b17930,Fig8_B_stability_performance_curve_pce,Series_1,24.0,d,validation.axis.x.unit,Normalized PCE,,44,9,-6.1461431056955576,1054.9988111339144,1061.14495423961,0.0,1.0006063349096557,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.9b18572/Fig4_K_stability_performance_curve_pce_2/accepted/10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1.csv,10.1021/acsami.9b18572|Fig4_K_stability_performance_curve_pce_2|10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b18572/Fig4_K_stability_performance_curve_pce_2/accepted/10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1.csv,x_time_day/10.1021_acsami.9b18572/Fig4_K_stability_performance_curve_pce_2/accepted/10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1.csv,x_time_day,10.1021_acsami.9b18572,10.1021/acsami.9b18572,Fig4_K_stability_performance_curve_pce_2,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,34,9,14.684988347054968,820.4848732810567,805.7998849340017,0.0,1.0102405513531423,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1021_acsami.9b22627/Fig9_A_chart/accepted/10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2.csv,10.1021/acsami.9b22627|Fig9_A_chart|10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1021_acsami.9b22627/Fig9_A_chart/accepted/10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2.csv,x_time_day/10.1021_acsami.9b22627/Fig9_A_chart/accepted/10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2.csv,x_time_day,10.1021_acsami.9b22627,10.1021/acsami.9b22627,Fig9_A_chart,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,59,4,3.454056999207978,3547.256744461002,3543.8026874617944,0.0,1.0079683598053233,True,True,True,False,unique_points_4_to_9_main_qc
