curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_h/10.1016_j.jallcom.2021.159658/Fig23_whole_stability_performance_curve_pce/10.1016_j.jallcom.2021.159658__Fig23__whole__stability_performance_curve_pce__ZnO_Ag_(5%)_ETL__Series_2.csv,x_time_h,10.1016/j.jallcom.2021.159658,Fig23,Series_2,excluded,Curve max time 149.7h < 200.0h (curve too short),88,,149.08685864522758,88,74.54342932261379,hours
x_time_h/10.1016_j.jallcom.2021.159658/Fig23_whole_stability_performance_curve_pce/10.1016_j.jallcom.2021.159658__Fig23__whole__stability_performance_curve_pce__ZnO_ETL__Series_1.csv,x_time_h,10.1016/j.jallcom.2021.159658,Fig23,Series_1,excluded,Curve max time 149.3h < 200.0h (curve too short),88,,149.08685864522758,88,74.54342932261379,hours
x_time_h/10.1016_j.jallcom.2021.161448/Fig5_whole_figure/10.1016_j.jallcom.2021.161448__Fig5__whole__figure__Solution_process__Series_2.csv,x_time_h,10.1016/j.jallcom.2021.161448,Fig5,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 83% of window)",29,,165.87656880784175,5,82.93828440392087,hours
x_time_h/10.1016_j.jechem.2018.01.020/Fig3_D_stability_performance_curve_jsc/10.1016_j.jechem.2018.01.020__Fig3__D__stability_performance_curve_jsc__Dyesol_TiO2__Series_2.csv,x_time_h,10.1016/j.jechem.2018.01.020,Fig3_D,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 70% of window)",37,,140.67898927976353,3,70.33949463988176,hours
x_time_h/10.1016_j.jechem.2019.10.006/Fig4_D_stability_performance_curve_pce/10.1016_j.jechem.2019.10.006__Fig4__D__stability_performance_curve_pce__MAPbl₃__Series_2.csv,x_time_h,10.1016/j.jechem.2019.10.006,Fig4_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 93% of window)",38,,186.69824720823823,8,93.34912360411911,hours
x_time_h/10.1016_j.jechem.2019.10.006/Fig4_F_stability_performance_curve_voc/10.1016_j.jechem.2019.10.006__Fig4__F__stability_performance_curve_voc__MAPbI₃__Series_1.csv,x_time_h,10.1016/j.jechem.2019.10.006,Fig4_F,Series_1,excluded,Curve max time 148.9h < 200.0h (curve too short),40,,150.1604971249982,40,75.0802485624991,hours
x_time_h/10.1016_j.jechem.2020.08.055/Fig4_A_stability_performance_curve/10.1016_j.jechem.2020.08.055__Fig4__A__stability_performance_curve__FA-0__Series_1.csv,x_time_h,10.1016/j.jechem.2020.08.055,Fig4_A,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 78% of window)",56,,155.2377651510467,3,77.61888257552334,hours
x_time_h/10.1016_j.jechem.2020.12.022/Fig3_F_stability_performance_curve_pce/10.1016_j.jechem.2020.12.022__Fig3__F__stability_performance_curve_pce__PMP__Series_1.csv,x_time_h,10.1016/j.jechem.2020.12.022,Fig3_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 96% of window)",51,,192.20267200868193,9,96.10133600434096,hours
x_time_h/10.1016_j.jechem.2021.05.042/Fig6_E_stability_performance_curve_pce/10.1016_j.jechem.2021.05.042__Fig6__E__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1016/j.jechem.2021.05.042,Fig6_E,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 81% of window)",60,,162.37132598593746,5,81.18566299296873,hours
x_time_h/10.1016_j.jechem.2021.05.042/Fig6_E_stability_performance_curve_pce/10.1016_j.jechem.2021.05.042__Fig6__E__stability_performance_curve_pce__PEAI__Series_3.csv,x_time_h,10.1016/j.jechem.2021.05.042,Fig6_E,Series_3,excluded,"Too few unique time points (5) in [0,200]h window (data spans 81% of window)",59,,162.37132598593746,5,81.18566299296873,hours
x_time_h/10.1016_j.jechem.2021.05.042/Fig6_F_stability_performance_curve/10.1016_j.jechem.2021.05.042__Fig6__F__stability_performance_curve__Control__Series_3.csv,x_time_h,10.1016/j.jechem.2021.05.042,Fig6_F,Series_3,excluded,Curve max time 195.8h < 200.0h (curve too short),59,,196.2775014958471,59,98.13875074792355,hours
x_time_h/10.1016_j.jechem.2021.06.023/Fig6_F_sem_image_stability_performance_curve_pce/10.1016_j.jechem.2021.06.023__Fig6__F__sem_image_stability_performance_curve_pce__AA__Series_2.csv,x_time_h,10.1016/j.jechem.2021.06.023,Fig6_F,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",51,,195.6439112394614,9,97.8219556197307,hours
x_time_h/10.1016_j.jechem.2021.06.023/Fig6_F_sem_image_stability_performance_curve_pce/10.1016_j.jechem.2021.06.023__Fig6__F__sem_image_stability_performance_curve_pce__CT__Series_1.csv,x_time_h,10.1016/j.jechem.2021.06.023,Fig6_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",50,,195.6439112394614,9,97.8219556197307,hours
x_time_h/10.1016_j.jechem.2021.08.021/Fig5_G_stability_performance_curve_pce_voc/10.1016_j.jechem.2021.08.021__Fig5__G__stability_performance_curve_pce_voc__w_o_GABr__Series_2.csv,x_time_h,10.1016/j.jechem.2021.08.021,Fig5_G,Series_2,excluded,Curve max time 117.7h < 200.0h (curve too short),55,,116.71451249249121,55,58.357256246245605,hours
x_time_h/10.1016_j.jmat.2021.08.007/Fig6_A_stability_performance_curve/10.1016_j.jmat.2021.08.007__Fig6__A__stability_performance_curve__1.0_wt%_CNDs__Series_2.csv,x_time_h,10.1016/j.jmat.2021.08.007,Fig6_A,Series_2,excluded,Curve max time 160.2h < 200.0h (curve too short),59,,161.9576050008189,59,80.97880250040944,hours
x_time_h/10.1016_j.jmat.2021.08.007/Fig6_A_stability_performance_curve/10.1016_j.jmat.2021.08.007__Fig6__A__stability_performance_curve__pristine__Series_1.csv,x_time_h,10.1016/j.jmat.2021.08.007,Fig6_A,Series_1,excluded,Curve max time 118.1h < 200.0h (curve too short),43,,117.27964500059298,43,58.63982250029649,hours
x_time_h/10.1016_j.jmrt.2021.04.070/Fig4_F_sem_image_stability_performance_curve_pce/10.1016_j.jmrt.2021.04.070__Fig4__F__sem_image_stability_performance_curve_pce__DBP__Series_1.csv,x_time_h,10.1016/j.jmrt.2021.04.070,Fig4_F,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 93% of window)",39,,185.1601133514298,8,92.5800566757149,hours
x_time_h/10.1016_j.jmrt.2021.04.070/Fig4_F_sem_image_stability_performance_curve_pce/10.1016_j.jmrt.2021.04.070__Fig4__F__sem_image_stability_performance_curve_pce__DEP__Series_2.csv,x_time_h,10.1016/j.jmrt.2021.04.070,Fig4_F,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 93% of window)",38,,185.16011335142974,8,92.58005667571487,hours
x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__HTM_free__Series_3.csv,x_time_h,10.1016/j.jmrt.2021.12.012,Fig14_D,Series_3,excluded,Curve max time 165.6h < 200.0h (curve too short),49,,162.9772289441731,49,81.48861447208655,hours
x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,x_time_h,10.1016/j.jmrt.2021.12.012,Fig14_D,Series_2,excluded,Curve max time 166.3h < 200.0h (curve too short),52,,166.2367735230566,52,83.1183867615283,hours
x_time_h/10.1016_j.jmrt.2021.12.012/Fig14_D_stability_performance_curve_pce/10.1016_j.jmrt.2021.12.012__Fig14__D__stability_performance_curve_pce__ZnPor_rGO_CuO_bio-nanocomposite__Series_1.csv,x_time_h,10.1016/j.jmrt.2021.12.012,Fig14_D,Series_1,excluded,Curve max time 165.3h < 200.0h (curve too short),52,,166.23677352305657,52,83.11838676152828,hours
x_time_h/10.1016_j.jmst.2021.05.084/Fig5_B_stability_performance_curve_pce/10.1016_j.jmst.2021.05.084__Fig5__B__stability_performance_curve_pce__0wt%__Series_2.csv,x_time_h,10.1016/j.jmst.2021.05.084,Fig5_B,Series_2,excluded,Curve max time 158.1h < 200.0h (curve too short),53,,158.00980887263182,53,79.00490443631591,hours
x_time_h/10.1016_j.joule.2017.11.006/Fig3_A_pce/10.1016_j.joule.2017.11.006__Fig3__A__pce__PCBM__Series_2.csv,x_time_h,10.1016/j.joule.2017.11.006,Fig3_A,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",36,,177.32054490519295,8,88.66027245259647,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_A_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__A__stability_performance_curve_pce__(PA)₂(MA)₃Pb₄I₁₃__Series_2.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_A,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 78% of window)",52,,155.75390793082966,3,77.87695396541483,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_A_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__A__stability_performance_curve_pce__MAPbI₃__Series_3.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_A,Series_3,excluded,"Too few unique time points (3) in [0,200]h window (data spans 78% of window)",52,,155.75390793082966,3,77.87695396541483,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_B_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__B__stability_performance_curve_pce__(PA)2(MA)₃Pb413__Series_2.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_B,Series_2,excluded,Curve max time 167.4h < 200.0h (curve too short),52,,168.47091184511441,52,84.23545592255721,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_B_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__B__stability_performance_curve_pce__MAPbl₃__Series_3.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_B,Series_3,excluded,Curve max time 165.1h < 200.0h (curve too short),51,,165.1675606324651,51,82.58378031623255,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_C_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__C__stability_performance_curve_pce__0-(PA)2(MA)₃Pb₂13-_MAPb13__Series_2.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_C,Series_2,excluded,Curve max time 166.6h < 200.0h (curve too short),52,,167.60389885299588,52,83.80194942649794,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_C_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__C__stability_performance_curve_pce__MAPb13__Series_3.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_C,Series_3,excluded,Curve max time 166.6h < 200.0h (curve too short),52,,167.60389885299588,52,83.80194942649794,hours
x_time_h/10.1016_j.joule.2018.11.026/Fig6_D_stability_performance_curve_pce/10.1016_j.joule.2018.11.026__Fig6__D__stability_performance_curve_pce__(PA)₂(MA)₃Pb₄I₁₃__Series_1.csv,x_time_h,10.1016/j.joule.2018.11.026,Fig6_D,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 89% of window)",51,,178.26217788244685,4,89.13108894122342,hours
x_time_h/10.1016_j.joule.2020.12.003/Fig6_C_mppt_stability_performance_curve_pce/10.1016_j.joule.2020.12.003__Fig6__C__mppt_stability_performance_curve_pce__o-w_Spiro__Series_2.csv,x_time_h,10.1016/j.joule.2020.12.003,Fig6_C,Series_2,excluded,Curve max time 173.6h < 200.0h (curve too short),12,,170.01448328693112,12,85.00724164346556,hours
x_time_h/10.1016_j.joule.2021.06.001/Fig4_E_stability_performance_curve_pce/10.1016_j.joule.2021.06.001__Fig4__E__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1016/j.joule.2021.06.001,Fig4_E,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 92% of window)",54,,184.44910708786603,6,92.22455354393301,hours
x_time_h/10.1016_j.jpcs.2020.109792/Fig5_C_stability_performance_curve_pce/10.1016_j.jpcs.2020.109792__Fig5__C__stability_performance_curve_pce__ACN_0%__Series_1.csv,x_time_h,10.1016/j.jpcs.2020.109792,Fig5_C,Series_1,excluded,Curve max time 199.0h < 200.0h (curve too short),62,,198.9750515349027,62,99.48752576745134,hours
x_time_h/10.1016_j.jpowsour.2020.228818/Fig6_B_stability_performance_curve_pce/10.1016_j.jpowsour.2020.228818__Fig6__B__stability_performance_curve_pce__MAPb0.99TI0.013__Series_2.csv,x_time_h,10.1016/j.jpowsour.2020.228818,Fig6_B,Series_2,excluded,Curve max time 196.4h < 200.0h (curve too short),72,,196.907543006968,72,98.453771503484,hours
x_time_h/10.1016_j.jpowsour.2020.228818/Fig6_B_stability_performance_curve_pce/10.1016_j.jpowsour.2020.228818__Fig6__B__stability_performance_curve_pce__MAPbl3__Series_1.csv,x_time_h,10.1016/j.jpowsour.2020.228818,Fig6_B,Series_1,excluded,Curve max time 199.5h < 200.0h (curve too short),72,,196.90754300696804,72,98.45377150348402,hours
x_time_h/10.1016_j.jpowsour.2020.229345/Fig8_D_stability_performance_curve_jsc/10.1016_j.jpowsour.2020.229345__Fig8__D__stability_performance_curve_jsc__Bare__Series_1.csv,x_time_h,10.1016/j.jpowsour.2020.229345,Fig8_D,Series_1,excluded,Curve max time 142.0h < 200.0h (curve too short),47,,142.58308415138674,47,71.29154207569337,hours
x_time_h/10.1016_j.jpowsour.2020.229345/Fig8_D_stability_performance_curve_jsc/10.1016_j.jpowsour.2020.229345__Fig8__D__stability_performance_curve_jsc__Perovskite_PEG__Series_2.csv,x_time_h,10.1016/j.jpowsour.2020.229345,Fig8_D,Series_2,excluded,Curve max time 142.0h < 200.0h (curve too short),47,,142.58308415138674,47,71.29154207569337,hours
x_time_h/10.1016_j.jpowsour.2021.229781/Fig4_B_stability_performance_curve_pce/10.1016_j.jpowsour.2021.229781__Fig4__B__stability_performance_curve_pce__FAPb(SCN)₂I__Series_2.csv,x_time_h,10.1016/j.jpowsour.2021.229781,Fig4_B,Series_2,excluded,Curve max time 116.9h < 200.0h (curve too short),51,,116.94944429485538,51,58.47472214742769,hours
x_time_h/10.1016_j.jpowsour.2021.229781/Fig4_B_stability_performance_curve_pce/10.1016_j.jpowsour.2021.229781__Fig4__B__stability_performance_curve_pce__FA₀.₉₈K₀.₀₂Pb(SCN)₂I__Series_1.csv,x_time_h,10.1016/j.jpowsour.2021.229781,Fig4_B,Series_1,excluded,Curve max time 118.7h < 200.0h (curve too short),52,,119.28843318075249,52,59.644216590376246,hours
x_time_h/10.1016_j.jpowsour.2021.230534/Fig4_C_stability/10.1016_j.jpowsour.2021.230534__Fig4__C__stability__Crotrol_devices__Series_1.csv,x_time_h,10.1016/j.jpowsour.2021.230534,Fig4_C,Series_1,excluded,Curve max time 104.7h < 200.0h (curve too short),74,,104.90452865461951,74,52.45226432730976,hours
x_time_h/10.1016_j.jpowsour.2021.230534/Fig4_C_stability/10.1016_j.jpowsour.2021.230534__Fig4__C__stability__Y6_treated__Series_2.csv,x_time_h,10.1016/j.jpowsour.2021.230534,Fig4_C,Series_2,excluded,Curve max time 104.4h < 200.0h (curve too short),74,,104.9045286546195,74,52.45226432730975,hours
x_time_h/10.1016_j.materresbull.2020.111182/Fig8_A_stability_performance_curve_pce/10.1016_j.materresbull.2020.111182__Fig8__A__stability_performance_curve_pce__Control_PSCs__Series_2.csv,x_time_h,10.1016/j.materresbull.2020.111182,Fig8_A,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 90% of window)",53,,179.15321502370142,9,89.57660751185071,hours
x_time_h/10.1016_j.mtener.2020.100590/Fig9_G_schematic_diagram_stability_performance_curve_pce/10.1016_j.mtener.2020.100590__Fig9__G__schematic_diagram_stability_performance_curve_pce__Au__Series_1.csv,x_time_h,10.1016/j.mtener.2020.100590,Fig9_G,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 89% of window)",44,,178.87775329036305,9,89.43887664518152,hours
x_time_h/10.1016_j.mtener.2021.100855/Fig3_C_stability_performance_curve_pce/10.1016_j.mtener.2021.100855__Fig3__C__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1016/j.mtener.2021.100855,Fig3_C,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 85% of window)",38,,170.06023298555084,6,85.03011649277542,hours
x_time_h/10.1016_j.nanoen.2014.12.022/Fig4_A_photovoltaic_parameter/10.1016_j.nanoen.2014.12.022__Fig4__A__photovoltaic_parameter__PEDOT_PSS__Series_2.csv,x_time_h,10.1016/j.nanoen.2014.12.022,Fig4_A,Series_2,excluded,Curve max time 115.6h < 200.0h (curve too short),55,,116.2397076952935,55,58.11985384764675,hours
x_time_h/10.1016_j.nanoen.2015.10.010/Fig7_D_stability_performance_curve_pce/10.1016_j.nanoen.2015.10.010__Fig7__D__stability_performance_curve_pce__PbCl₂__Series_3.csv,x_time_h,10.1016/j.nanoen.2015.10.010,Fig7_D,Series_3,excluded,Curve max time 88.9h < 200.0h (curve too short),19,,87.66424047867304,19,43.83212023933652,hours
x_time_h/10.1016_j.nanoen.2016.09.041/Fig2_A_pce/10.1016_j.nanoen.2016.09.041__Fig2__A__pce__SP-D__Series_2.csv,x_time_h,10.1016/j.nanoen.2016.09.041,Fig2_A,Series_2,excluded,Curve max time 103.2h < 200.0h (curve too short),56,,104.94759329252108,56,52.47379664626054,hours
x_time_h/10.1016_j.nanoen.2016.09.041/Fig2_A_pce/10.1016_j.nanoen.2016.09.041__Fig2__A__pce__Unsealed__Series_3.csv,x_time_h,10.1016/j.nanoen.2016.09.041,Fig2_A,Series_3,excluded,Curve max time 102.6h < 200.0h (curve too short),56,,104.94759329252108,56,52.47379664626054,hours
x_time_h/10.1016_j.nanoen.2016.11.039/Fig5_A_stability_performance_curve_pce/10.1016_j.nanoen.2016.11.039__Fig5__A__stability_performance_curve_pce__CuMe2Pc__Series_2.csv,x_time_h,10.1016/j.nanoen.2016.11.039,Fig5_A,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 90% of window)",68,,179.22627853041263,7,89.61313926520631,hours
x_time_h/10.1016_j.nanoen.2016.11.039/Fig5_A_stability_performance_curve_pce/10.1016_j.nanoen.2016.11.039__Fig5__A__stability_performance_curve_pce__CuPc__Series_1.csv,x_time_h,10.1016/j.nanoen.2016.11.039,Fig5_A,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 90% of window)",68,,179.22627853041263,7,89.61313926520631,hours
x_time_h/10.1016_j.nanoen.2017.02.034/Fig5_B_stability_performance_curve_pce/10.1016_j.nanoen.2017.02.034__Fig5__B__stability_performance_curve_pce__RM-derived_PSC__Series_1.csv,x_time_h,10.1016/j.nanoen.2017.02.034,Fig5_B,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 95% of window)",64,,190.60818920579766,7,95.30409460289883,hours
x_time_h/10.1016_j.nanoen.2017.11.008/Fig3_F_stability_performance_curve_pce/10.1016_j.nanoen.2017.11.008__Fig3__F__stability_performance_curve_pce__口—TiO2__Series_2.csv,x_time_h,10.1016/j.nanoen.2017.11.008,Fig3_F,Series_2,excluded,Curve max time 176.6h < 200.0h (curve too short),25,,178.74507843327797,25,89.37253921663898,hours
x_time_h/10.1016_j.nanoen.2018.09.037/Fig6_D_stability_performance_curve/10.1016_j.nanoen.2018.09.037__Fig6__D__stability_performance_curve__TiO₂_based_PSCs__Series_2.csv,x_time_h,10.1016/j.nanoen.2018.09.037,Fig6_D,Series_2,excluded,Curve max time 198.4h < 200.0h (curve too short),68,,199.7301141679144,68,99.8650570839572,hours
x_time_h/10.1016_j.nanoen.2019.03.029/Fig4_B_stability_performance_curve_pce/10.1016_j.nanoen.2019.03.029__Fig4__B__stability_performance_curve_pce__0%__Series_1.csv,x_time_h,10.1016/j.nanoen.2019.03.029,Fig4_B,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",54,,197.48713359307794,9,98.74356679653897,hours
"x_time_h/10.1016_j.nanoen.2019.103964/Fig4_B_stability_performance_curve_pce/10.1016_j.nanoen.2019.103964__Fig4__B__stability_performance_curve_pce__FTO_SnO,_AI,O,_MAPbI,CI_Spiro-IAu-2__Series_2.csv",x_time_h,10.1016/j.nanoen.2019.103964,Fig4_B,Series_2,excluded,Curve max time 117.3h < 200.0h (curve too short),56,,115.39889342976869,56,57.69944671488435,hours
x_time_h/10.1016_j.nanoen.2019.104244/Fig5_B_stability_performance_curve_pce/10.1016_j.nanoen.2019.104244__Fig5__B__stability_performance_curve_pce__PHJ__Series_2.csv,x_time_h,10.1016/j.nanoen.2019.104244,Fig5_B,Series_2,excluded,Curve max time 124.7h < 200.0h (curve too short),52,,126.31331252655134,52,63.156656263275664,hours
x_time_h/10.1016_j.nanoen.2020.104859/Fig5_A_pce/10.1016_j.nanoen.2020.104859__Fig5__A__pce__DeviceB__Series_1.csv,x_time_h,10.1016/j.nanoen.2020.104859,Fig5_A,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 67% of window)",58,,134.06953391386674,3,67.03476695693337,hours
x_time_h/10.1016_j.nanoen.2020.104859/Fig5_A_pce/10.1016_j.nanoen.2020.104859__Fig5__A__pce__Device_A__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.104859,Fig5_A,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 67% of window)",58,,134.06953391386674,3,67.03476695693337,hours
x_time_h/10.1016_j.nanoen.2020.104929/Fig5_D_stability_performance_curve_pce/10.1016_j.nanoen.2020.104929__Fig5__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.104929,Fig5_D,Series_2,excluded,Curve max time 194.1h < 200.0h (curve too short),25,,196.67993335217662,25,98.33996667608831,hours
x_time_h/10.1016_j.nanoen.2020.105181/Fig6_B_stability_performance_curve_pce/10.1016_j.nanoen.2020.105181__Fig6__B__stability_performance_curve_pce__S6__Series_3.csv,x_time_h,10.1016/j.nanoen.2020.105181,Fig6_B,Series_3,excluded,Curve max time 196.4h < 200.0h (curve too short),43,,195.99887757400262,43,97.99943878700131,hours
x_time_h/10.1016_j.nanoen.2020.105292/Fig4_C_pce/10.1016_j.nanoen.2020.105292__Fig4__C__pce__Control_Device__Series_1.csv,x_time_h,10.1016/j.nanoen.2020.105292,Fig4_C,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 100% of window)",88,,199.0134806375023,7,99.50674031875116,hours
x_time_h/10.1016_j.nanoen.2020.105462/Fig5_A_stability_performance_curve_pce/10.1016_j.nanoen.2020.105462__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.105462,Fig5_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 93% of window)",41,,186.08654801448432,6,93.04327400724216,hours
x_time_h/10.1016_j.nanoen.2020.105462/Fig5_B_stability_performance_curve_pce/10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__SMe-TATPyr_Spiro-OMeTAD__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.105462,Fig5_B,Series_2,excluded,Curve max time 164.9h < 200.0h (curve too short),43,,165.3769031672219,43,82.68845158361096,hours
x_time_h/10.1016_j.nanoen.2020.105462/Fig5_B_stability_performance_curve_pce/10.1016_j.nanoen.2020.105462__Fig5__B__stability_performance_curve_pce__→Spiro-OMeTAD__Series_1.csv,x_time_h,10.1016/j.nanoen.2020.105462,Fig5_B,Series_1,excluded,Curve max time 164.9h < 200.0h (curve too short),43,,165.3769031672219,43,82.68845158361096,hours
x_time_h/10.1016_j.nanoen.2020.105462/Fig5_C_stability_performance_curve_pce/10.1016_j.nanoen.2020.105462__Fig5__C__stability_performance_curve_pce__SMe-TATPyr_Spiro-OMeTAD__Series_1.csv,x_time_h,10.1016/j.nanoen.2020.105462,Fig5_C,Series_1,excluded,Curve max time 165.1h < 200.0h (curve too short),43,,165.47360830860774,43,82.73680415430387,hours
x_time_h/10.1016_j.nanoen.2020.105462/Fig5_C_stability_performance_curve_pce/10.1016_j.nanoen.2020.105462__Fig5__C__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.105462,Fig5_C,Series_2,excluded,Curve max time 165.1h < 200.0h (curve too short),43,,165.47360830860774,43,82.73680415430387,hours
x_time_h/10.1016_j.nanoen.2020.105731/Fig5_F_stability_performance_curve_pce/10.1016_j.nanoen.2020.105731__Fig5__F__stability_performance_curve_pce__control__Series_2.csv,x_time_h,10.1016/j.nanoen.2020.105731,Fig5_F,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 77% of window)",32,,153.5692926114407,3,76.78464630572034,hours
x_time_h/10.1016_j.nanoen.2020.105737/Fig4_G_stability_performance_curve/10.1016_j.nanoen.2020.105737__Fig4__G__stability_performance_curve__w_o_PPFC__Series_1.csv,x_time_h,10.1016/j.nanoen.2020.105737,Fig4_G,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 71% of window)",56,,141.01637862799907,9,70.50818931399954,hours
x_time_h/10.1016_j.nanoen.2021.105742/Fig5_B_stability_performance_curve_pce/10.1016_j.nanoen.2021.105742__Fig5__B__stability_performance_curve_pce__CsFAMA__Series_1.csv,x_time_h,10.1016/j.nanoen.2021.105742,Fig5_B,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 89% of window)",64,,178.556350026887,3,89.2781750134435,hours
x_time_h/10.1016_j.nanoen.2021.105751/Fig4_B_stability_performance_curve_pce_pattern/10.1016_j.nanoen.2021.105751__Fig4__B__stability_performance_curve_pce_pattern__Li-TFSI_t-BP__Series_2.csv,x_time_h,10.1016/j.nanoen.2021.105751,Fig4_B,Series_2,excluded,Curve max time 95.2h < 200.0h (curve too short),26,,94.95468117214432,26,47.47734058607216,hours
x_time_h/10.1016_j.nanoen.2021.106157/Fig3_G_stability_performance_curve_pce/10.1016_j.nanoen.2021.106157__Fig3__G__stability_performance_curve_pce__0%FeCl2__Series_2.csv,x_time_h,10.1016/j.nanoen.2021.106157,Fig3_G,Series_2,excluded,Curve max time 105.3h < 200.0h (curve too short),37,,105.15582578313376,36,52.57791289156688,hours
x_time_h/10.1016_j.nanoen.2021.106445/Fig5_C_stability_performance_curve_pce/10.1016_j.nanoen.2021.106445__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1016/j.nanoen.2021.106445,Fig5_C,Series_2,excluded,Curve max time 188.8h < 200.0h (curve too short),71,,189.00795504791654,71,94.50397752395827,hours
x_time_h/10.1016_j.nanoen.2022.107818/Fig5_E_mppt_stability_performance_curve_pce/10.1016_j.nanoen.2022.107818__Fig5__E__mppt_stability_performance_curve_pce__Control__Series_3.csv,x_time_h,10.1016/j.nanoen.2022.107818,Fig5_E,Series_3,excluded,Curve max time 49.2h < 200.0h (curve too short),23,,48.059948250267155,23,24.029974125133577,hours
x_time_h/10.1016_j.nanoen.2022.107818/Fig5_F_stability_performance_curve/10.1016_j.nanoen.2022.107818__Fig5__F__stability_performance_curve__Control__Series_1.csv,x_time_h,10.1016/j.nanoen.2022.107818,Fig5_F,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 79% of window)",38,,157.98647340606567,3,78.99323670303284,hours
x_time_h/10.1016_j.orgel.2018.02.026/Fig8_A_stability_performance_curve_pce/10.1016_j.orgel.2018.02.026__Fig8__A__stability_performance_curve_pce__CB__Series_3.csv,x_time_h,10.1016/j.orgel.2018.02.026,Fig8_A,Series_3,excluded,Curve max time 142.4h < 200.0h (curve too short),81,,142.41939658756024,81,71.20969829378012,hours
