curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0467,IFO-Valley,14.93307662,0.00583375,0.00640283,0.89401194,288,0.96234804,,,,,0.66061363,,,,,,,,36.46551936,93.75272157,0.31631572,0.82373121
SYN-0468,IFO-Valley,14.83048407,0.00446473,0.01318644,0.91508509,296,0.95361252,,,,,0.71000319,,,,,,,,25.95105556,100.20131120,0.39291971,0.91175919
SYN-0469,IFO-Valley,8.16507299,0.00599214,0.00439177,0.80781603,292,0.96500901,,,,,0.64828107,,,,,,,,36.04308565,92.76135056,0.40289132,0.90989905
SYN-0470,IFO-Hill,11.58120964,0.00373891,0.01314283,0.78207925,289,0.54996481,23.50373773,63.31683995,0.98397538,0.51530426,0.31447582,,,,,,,,,,,
SYN-0471,IFO-Bridge,16.03358675,0.00389885,0.00993436,0.90692808,288,0.55641534,,,0.98537732,,0.85916336,,,,,32.63623580,80.13020253,0.94105881,,,,
SYN-0472,IFO-Slope,22.91680545,0.00890059,0.01119615,0.88257781,300,0.97121861,,,,,0.34536299,0.55428347,15.58848120,220.23500533,0.16303923,,,,,,,
SYN-0473,IFO-Slope,9.04976751,0.00504379,0.00499616,0.88296481,294,0.97564743,,,,,0.29320407,0.65161370,16.21810346,226.41900405,0.14372502,,,,,,,
SYN-0474,IFO-Slope,10.97752528,0.00726441,0.01352915,0.77015805,292,0.96836266,,,,,0.27596739,0.50369972,12.57305094,163.97457644,0.10413858,,,,,,,
SYN-0475,IFO-Valley,13.38033195,0.00470500,0.01070134,0.75756650,297,0.95629978,,,,,0.63324087,,,,,,,,33.13341053,99.79803514,0.34156237,0.90504511
SYN-0476,IFO-Hill,10.54342060,0.00387424,0.00967550,0.79635137,294,0.49519295,29.40082061,57.63051226,0.99252084,0.43911313,0.27897757,,,,,,,,,,,
SYN-0477,IFO-Hill,23.55597503,0.00963636,0.00632445,0.77340026,293,0.52413695,26.75317175,71.13612740,0.97629965,0.39090734,0.22454238,,,,,,,,,,,
SYN-0478,IFO-Slope,16.85394148,0.00779480,0.01185728,0.85185558,294,0.96165606,,,,,0.28716412,0.64976006,18.92371846,201.56567552,0.15228888,,,,,,,
SYN-0479,IFO-Slope,14.88295428,0.00429812,0.00556753,0.89472004,292,0.96523139,,,,,0.28092993,0.53125947,14.04677866,176.63312594,0.10930281,,,,,,,
SYN-0480,IFO-Valley,20.12522099,0.00848565,0.00817216,0.88718410,288,0.96119024,,,,,0.65461211,,,,,,,,30.33093750,78.12158628,0.37840106,0.89489721
SYN-0481,IFO-Bridge,15.00645517,0.00326220,0.00656739,0.75811959,292,0.57086605,,,0.96965775,,0.82326395,,,,,19.80866051,63.73899071,0.94738649,,,,
SYN-0482,IFO-Valley,11.61013774,0.00840150,0.00816065,0.76144947,292,0.97332194,,,,,0.58035299,,,,,,,,33.65839752,95.33474994,0.28054127,0.79967830
SYN-0483,IFO-Valley,15.77165707,0.00777048,0.00647686,0.75154536,285,0.95576172,,,,,0.71400386,,,,,,,,29.93912995,101.46389391,0.28130677,0.88741079
SYN-0484,IFO-Hill,22.72888055,0.00329641,0.00585784,0.72359917,296,0.61672868,29.56264816,55.58706695,0.98509269,0.52242221,0.34591900,,,,,,,,,,,
SYN-0485,IFO-Bridge,23.10629557,0.00564139,0.01065200,0.76120289,288,0.68878665,,,0.98864725,,0.80235795,,,,,21.03187581,58.36876433,0.96968533,,,,
SYN-0486,IFO-Bridge,18.74023961,0.00807106,0.00702995,0.75155151,297,0.57022541,,,0.96306368,,0.77419534,,,,,30.08411422,61.00507064,0.92798801,,,,
SYN-0487,IFO-Slope,19.11551797,0.00963643,0.00590989,0.72546740,295,0.96106448,,,,,0.28390288,0.52101835,11.08896462,200.65292912,0.08526390,,,,,,,
SYN-0488,IFO-Bridge,17.39920911,0.00701278,0.01288512,0.86209945,292,0.68779406,,,0.98042468,,0.86142723,,,,,28.24691873,69.92847266,0.96761388,,,,
SYN-0489,IFO-Bridge,22.29525710,0.00601886,0.01092956,0.76346005,291,0.55403972,,,0.97760418,,0.85461589,,,,,25.61177495,64.17733522,0.97179028,,,,
SYN-0490,IFO-Valley,18.28173121,0.00970602,0.00539648,0.89054557,297,0.95654237,,,,,0.67938058,,,,,,,,31.36373033,89.85502771,0.29253167,0.84436355
SYN-0491,IFO-Slope,19.86320276,0.00780623,0.00444396,0.91284204,293,0.99827186,,,,,0.38066798,0.50227970,15.42094029,226.04467850,0.16776103,,,,,,,
SYN-0492,IFO-Valley,16.44946280,0.00442654,0.01296321,0.88405435,290,0.97324767,,,,,0.69403156,,,,,,,,40.53538353,84.47391433,0.30186860,0.90090667
SYN-0493,IFO-Hill,9.36428431,0.00349055,0.00721763,0.85197554,294,0.51465834,28.89451052,70.70802534,0.98043043,0.52628452,0.28957342,,,,,,,,,,,
SYN-0494,IFO-Valley,23.64017564,0.00769115,0.00834649,0.84153474,294,0.96575591,,,,,0.67956597,,,,,,,,26.32126639,95.23594744,0.31522259,0.79714066
SYN-0495,IFO-Bridge,14.61864563,0.00509730,0.01290570,0.88532559,290,0.54529084,,,0.99169216,,0.83451953,,,,,21.89833641,80.86708876,0.97797411,,,,
SYN-0496,IFO-Hill,21.12354570,0.00553919,0.00608730,0.73215758,298,0.49878087,29.43801113,54.33126414,0.99790124,0.51113177,0.30255832,,,,,,,,,,,
SYN-0497,IFO-Slope,11.21151769,0.00317946,0.00902406,0.86540001,288,0.96313436,,,,,0.31388853,0.50942488,18.87567833,187.07459360,0.13054459,,,,,,,
SYN-0498,IFO-Hill,22.78383186,0.00757727,0.01266613,0.74072340,296,0.46552922,18.41599386,57.19809332,0.99416931,0.52222092,0.20709356,,,,,,,,,,,
SYN-0499,IFO-Slope,11.85461166,0.00697837,0.01133039,0.88946439,287,0.99826173,,,,,0.27486006,0.63755904,12.24391710,166.29856726,0.15012722,,,,,,,
SYN-0500,IFO-Bridge,15.69105813,0.00650103,0.01061271,0.85798143,297,0.60819917,,,0.98043280,,0.76241860,,,,,32.25868715,68.15858696,0.95875054,,,,
SYN-0501,IFO-Valley,22.46175733,0.00653391,0.01310750,0.85148659,295,0.97327750,,,,,0.60108490,,,,,,,,30.14636546,103.55341393,0.29393614,0.91141559
SYN-0502,IFO-Hill,19.47852825,0.00693612,0.00747336,0.87740257,295,0.50755067,25.76652160,64.09038219,0.97601014,0.41782054,0.24664370,,,,,,,,,,,
SYN-0503,IFO-Slope,17.24472047,0.00745438,0.01268433,0.76123681,298,0.98528405,,,,,0.24075601,0.57209225,10.67470842,156.00496708,0.09512999,,,,,,,
SYN-0504,IFO-Slope,12.46629651,0.00775560,0.00808534,0.80044399,294,0.98605044,,,,,0.28200273,0.51902158,16.34769227,154.85956329,0.12468631,,,,,,,
SYN-0505,IFO-Hill,11.85452380,0.00759156,0.00441982,0.90660961,293,0.50022012,24.16006575,69.04177378,0.99959557,0.39371241,0.27083927,,,,,,,,,,,
SYN-0506,IFO-Bridge,13.34827226,0.00367394,0.00881053,0.88421225,288,0.64758201,,,0.96254786,,0.76867760,,,,,29.99016512,56.40660395,0.94253656,,,,
SYN-0507,IFO-Slope,20.19981206,0.00676012,0.00662254,0.75702854,296,0.96722107,,,,,0.29652469,0.61365438,15.52492979,221.59053825,0.13263620,,,,,,,
SYN-0508,IFO-Hill,22.96160721,0.00605360,0.00955948,0.84142446,294,0.53130856,19.03831861,62.78400124,0.99953027,0.51659307,0.32449189,,,,,,,,,,,
SYN-0509,IFO-Bridge,22.22259160,0.00452564,0.01083776,0.86145124,291,0.65156667,,,0.97703681,,0.82467435,,,,,33.87770904,60.81393925,0.95795585,,,,
SYN-0510,IFO-Hill,14.72970367,0.00996761,0.00809705,0.78211543,294,0.55264330,22.08337223,63.50926077,0.98490802,0.46610924,0.20833831,,,,,,,,,,,
SYN-0511,IFO-Valley,17.34141879,0.00460789,0.01005017,0.89160599,292,0.96776876,,,,,0.59966343,,,,,,,,25.75677765,80.11820676,0.35425990,0.89217690
SYN-0512,IFO-Slope,22.51762548,0.00354476,0.00895591,0.78473283,289,0.98088341,,,,,0.29084487,0.51681188,10.09615926,191.83650840,0.09500044,,,,,,,
SYN-0513,IFO-Bridge,20.63876742,0.00831623,0.00604718,0.81516923,299,0.68131535,,,0.97617586,,0.83696461,,,,,23.26698959,57.17290381,0.93949915,,,,
SYN-0514,IFO-Slope,16.45646263,0.00462334,0.00655093,0.78696174,296,0.98358055,,,,,0.25326322,0.63556566,10.33932808,207.52460648,0.09631205,,,,,,,
SYN-0515,IFO-Hill,17.70003167,0.00908532,0.00825468,0.73895152,291,0.45827949,17.92330452,64.82439711,0.97539654,0.51538798,0.28895377,,,,,,,,,,,
SYN-0516,IFO-Bridge,15.52566635,0.00313916,0.00831177,0.76768024,290,0.61607833,,,0.98632319,,0.84896838,,,,,20.81874809,57.81995225,0.96017231,,,,
SYN-0517,IFO-Valley,14.30903742,0.00920961,0.00739210,0.84061613,292,0.95591615,,,,,0.59293431,,,,,,,,26.72834705,83.33480606,0.31053609,0.79269465
SYN-0518,IFO-Valley,14.16855879,0.00971891,0.00987481,0.88619819,293,0.96854260,,,,,0.69237213,,,,,,,,28.08856224,103.63215347,0.31765955,0.90492429
SYN-0519,IFO-Bridge,23.04547878,0.00307128,0.00886385,0.82948015,289,0.55011748,,,0.99327338,,0.79967888,,,,,22.91006644,64.22395428,0.95956305,,,,
SYN-0520,IFO-Bridge,21.99375886,0.00666132,0.00965644,0.82443267,289,0.64045898,,,0.97208693,,0.80759001,,,,,20.91164510,75.30817719,0.93832994,,,,
SYN-0521,IFO-Hill,20.15102647,0.00892595,0.01239447,0.73726158,294,0.50657520,24.38352203,67.78867057,0.99123763,0.51681974,0.23339568,,,,,,,,,,,
SYN-0522,IFO-Slope,8.49810471,0.00414296,0.00487406,0.84579941,284,0.96247902,,,,,0.31251580,0.54333909,12.71159083,186.27509438,0.14582079,,,,,,,
SYN-0523,IFO-Bridge,21.67512073,0.00716908,0.01282296,0.73336159,296,0.55575264,,,0.99872304,,0.76491231,,,,,31.68404463,72.53811294,0.97252658,,,,
SYN-0524,IFO-Bridge,18.82905965,0.00708704,0.00853736,0.87368222,285,0.56576968,,,0.97536023,,0.81076415,,,,,26.82704700,75.92979685,0.96149971,,,,
SYN-0525,IFO-Valley,9.92790928,0.00348511,0.00650388,0.74496400,294,0.99597020,,,,,0.60531305,,,,,,,,40.79076255,84.65656546,0.37680211,0.88826251
SYN-0526,IFO-Bridge,15.38368184,0.00908847,0.00737382,0.88849705,287,0.56605889,,,0.99748530,,0.81566558,,,,,20.73055851,78.63023361,0.96510765,,,,
SYN-0527,IFO-Slope,10.72377274,0.00346235,0.01072013,0.83613682,292,0.99930480,,,,,0.26702739,0.62016978,11.98482825,201.23093282,0.10601516,,,,,,,
SYN-0528,IFO-Bridge,12.12475221,0.00376447,0.00648761,0.86185588,298,0.60686187,,,0.96639130,,0.78752676,,,,,21.96633793,66.21321165,0.96097699,,,,
SYN-0529,IFO-Valley,22.54508955,0.00862739,0.00653122,0.74563997,294,0.97573216,,,,,0.58540191,,,,,,,,32.72071309,102.11649625,0.31426018,0.78228203
SYN-0530,IFO-Slope,13.94072760,0.00471194,0.00579268,0.77887356,295,0.97119886,,,,,0.29375010,0.54352258,11.47852874,205.35875910,0.10280021,,,,,,,
SYN-0531,IFO-Bridge,21.93987216,0.00668047,0.00905633,0.79153792,292,0.57591313,,,0.97039511,,0.84441955,,,,,29.57544731,80.31515899,0.93902781,,,,
SYN-0532,IFO-Slope,22.64050687,0.00334362,0.00708082,0.89043490,289,0.98263259,,,,,0.28532643,0.55718307,15.89066896,175.96033830,0.12298664,,,,,,,
SYN-0533,IFO-Bridge,12.67732890,0.00324223,0.00905162,0.85468926,289,0.66594123,,,0.97886969,,0.80770887,,,,,31.77966805,72.35370530,0.95938927,,,,
SYN-0534,IFO-Hill,20.19188277,0.00988477,0.00448565,0.79518106,298,0.49854286,18.21482863,55.66011874,0.99258171,0.42978033,0.20918560,,,,,,,,,,,
SYN-0535,IFO-Slope,17.68381636,0.00899005,0.00422197,0.85666112,288,0.99890867,,,,,0.31023585,0.51976882,10.29002439,178.87551652,0.12979218,,,,,,,
SYN-0536,IFO-Slope,18.39067870,0.00909802,0.01189827,0.85038567,291,0.98624552,,,,,0.31598357,0.56363889,18.71802963,206.48924672,0.13649513,,,,,,,
SYN-0537,IFO-Hill,19.99982310,0.00502204,0.01135204,0.89954205,295,0.60229550,19.52690745,74.51954099,0.99569213,0.53235326,0.21282333,,,,,,,,,,,
SYN-0538,IFO-Bridge,14.48422046,0.00406433,0.01090993,0.73731462,297,0.69339801,,,0.96719012,,0.86509931,,,,,30.27897293,75.32091409,0.93096906,,,,
SYN-0539,IFO-Slope,23.31222295,0.00682712,0.01374078,0.82204011,296,0.97461345,,,,,0.33072614,0.49835839,12.43999426,155.68768822,0.17830167,,,,,,,
SYN-0540,IFO-Bridge,20.53349264,0.00445361,0.00450792,0.87771494,290,0.54150278,,,0.98874858,,0.85921034,,,,,20.00753334,76.22634520,0.98229030,,,,
SYN-0541,IFO-Valley,21.05357906,0.00667206,0.01288134,0.91550222,293,0.96839157,,,,,0.72421145,,,,,,,,40.38586656,90.74521715,0.31835085,0.84168349
SYN-0542,IFO-Bridge,14.98273809,0.00674827,0.01149546,0.73929910,290,0.55535846,,,0.98796411,,0.77394356,,,,,32.55843370,78.68438487,0.94869647,,,,
SYN-0543,IFO-Bridge,22.10677247,0.00523525,0.01373648,0.91119159,285,0.66108410,,,0.97736497,,0.85014771,,,,,31.53609941,80.35452224,0.95254400,,,,
SYN-0544,IFO-Valley,22.03728803,0.00548710,0.00579589,0.83690809,289,0.99353520,,,,,0.70250662,,,,,,,,36.92866025,96.83060978,0.38653153,0.78496740
SYN-0545,IFO-Valley,21.21804352,0.00349819,0.01020234,0.72313200,294,0.98490102,,,,,0.68437169,,,,,,,,30.61142145,93.16621061,0.41170022,0.88109539
SYN-0546,IFO-Hill,22.58387666,0.00815199,0.00611016,0.90593135,296,0.55079527,20.08366925,63.60722993,0.98443270,0.40046774,0.27492293,,,,,,,,,,,
SYN-0547,IFO-Bridge,23.30486145,0.00644488,0.01338262,0.75942815,291,0.66080789,,,0.97331568,,0.76494181,,,,,30.39119495,79.82695183,0.95470586,,,,
SYN-0548,IFO-Hill,11.09047050,0.00827246,0.00654287,0.85024481,288,0.47171425,29.84049808,65.62511471,0.97504427,0.50642201,0.21066346,,,,,,,,,,,
SYN-0549,IFO-Bridge,15.15302018,0.00505254,0.00984075,0.79567836,292,0.69060634,,,0.98426955,,0.84393750,,,,,21.42695457,71.34722696,0.95093378,,,,
SYN-0550,IFO-Bridge,13.64933516,0.00892504,0.00641298,0.89672824,293,0.58811903,,,0.98619512,,0.84837811,,,,,21.45160221,77.06699073,0.96244095,,,,
SYN-0551,IFO-Bridge,14.86208004,0.00560015,0.01188167,0.80207107,293,0.68525369,,,0.96380326,,0.78050470,,,,,32.11845249,61.72678428,0.92363251,,,,
SYN-0552,IFO-Slope,9.08262954,0.00661584,0.01344122,0.82366752,280,0.96198398,,,,,0.27728204,0.64216124,18.39910553,169.75412944,0.15827491,,,,,,,
SYN-0553,IFO-Slope,11.34997012,0.00311663,0.01321571,0.87098030,289,0.99778147,,,,,0.37188433,0.48689966,13.41055214,198.49389042,0.17314448,,,,,,,
SYN-0554,IFO-Valley,18.46612456,0.00661532,0.01381940,0.86173511,292,0.99266040,,,,,0.58961032,,,,,,,,32.30295058,81.37952249,0.28118025,0.86931812
SYN-0555,IFO-Hill,17.40082099,0.00597228,0.01058646,0.74563220,288,0.56045246,22.50032515,65.96258607,0.99158534,0.43858868,0.33095264,,,,,,,,,,,
SYN-0556,IFO-Hill,18.13466800,0.00381284,0.00865749,0.91076265,294,0.48960600,31.26943461,59.26192968,0.97690272,0.39082627,0.23512611,,,,,,,,,,,
SYN-0557,IFO-Hill,21.75938453,0.00352339,0.00444772,0.73992931,291,0.45919753,24.64300915,64.40510548,0.98892580,0.43101074,0.21658902,,,,,,,,,,,
SYN-0558,IFO-Slope,12.43058959,0.00775060,0.00601608,0.89371694,295,0.96386997,,,,,0.25447848,0.59728346,18.13951585,145.85353816,0.13499467,,,,,,,
SYN-0559,IFO-Bridge,23.74842848,0.00805290,0.00439840,0.89171544,295,0.63742655,,,0.97878970,,0.83474672,,,,,19.26866490,57.16996186,0.96225341,,,,
SYN-0560,IFO-Slope,17.04861027,0.00411417,0.00960960,0.88310030,297,0.97570186,,,,,0.28175001,0.60389268,14.56113388,208.58848155,0.11579026,,,,,,,
SYN-0561,IFO-Slope,9.25607884,0.00595842,0.01198668,0.76494061,293,0.98900257,,,,,0.33591221,0.59329634,11.70752553,201.01793973,0.17987540,,,,,,,
SYN-0562,IFO-Valley,9.55468323,0.00419242,0.00492626,0.72922309,296,0.98117044,,,,,0.63059435,,,,,,,,27.65444339,96.49896334,0.31157066,0.79730042
SYN-0563,IFO-Hill,19.56394212,0.00352315,0.00980726,0.82200758,287,0.47001833,20.71584835,70.15461449,0.97519721,0.46594773,0.26851066,,,,,,,,,,,
SYN-0564,IFO-Hill,21.89100747,0.00487640,0.01140782,0.89276101,297,0.47297983,18.04722712,74.24817222,0.98760727,0.40248961,0.23504367,,,,,,,,,,,
SYN-0565,IFO-Slope,21.91457950,0.00868531,0.00481892,0.85796685,292,0.99775853,,,,,0.26042992,0.65722048,13.09880579,205.63511648,0.11442682,,,,,,,
SYN-0566,IFO-Hill,20.06837452,0.00669809,0.00987544,0.77906932,291,0.55771076,27.11545033,72.41323208,0.97414134,0.42152751,0.22413025,,,,,,,,,,,
SYN-0567,IFO-Hill,18.10014638,0.00517996,0.01090185,0.87180314,296,0.53911909,19.95893204,67.72299752,0.99315415,0.44598838,0.30850576,,,,,,,,,,,
SYN-0568,IFO-Hill,11.64314797,0.00942744,0.00974952,0.90561070,294,0.53018608,27.37807461,55.75658777,0.98401055,0.43796347,0.21493541,,,,,,,,,,,
SYN-0569,IFO-Bridge,10.59509753,0.00545622,0.00982053,0.84545978,293,0.57805498,,,0.98426010,,0.77547097,,,,,20.80778269,61.52948750,0.97921175,,,,
SYN-0570,IFO-Slope,21.68231212,0.00927053,0.01004891,0.80026612,292,0.96132997,,,,,0.28002144,0.60003723,13.95036483,192.45589417,0.12693669,,,,,,,
SYN-0571,IFO-Hill,14.24929804,0.00816193,0.00422779,0.74455263,292,0.61383649,26.13623632,65.03157945,0.97749175,0.52379749,0.25376340,,,,,,,,,,,
SYN-0572,IFO-Slope,18.70444399,0.00503141,0.01060312,0.84292623,289,0.99073244,,,,,0.27863603,0.56691775,18.71170461,198.26687767,0.09678599,,,,,,,
SYN-0573,IFO-Bridge,10.29702433,0.00516674,0.01340361,0.87419630,281,0.62242025,,,0.98577225,,0.87571808,,,,,21.43970518,64.47907129,0.95913722,,,,
SYN-0574,IFO-Valley,10.40233055,0.00386367,0.01096136,0.88372795,289,0.96140797,,,,,0.72886663,,,,,,,,34.32372326,95.28537970,0.42659673,0.91153330
SYN-0575,IFO-Valley,15.44457970,0.00532327,0.00598691,0.80095633,291,0.95476107,,,,,0.68504858,,,,,,,,36.63309868,80.21464128,0.33642934,0.81866503
SYN-0576,IFO-Hill,23.48805917,0.00879909,0.01309186,0.73541856,296,0.53218399,21.68537742,69.12927247,0.98752438,0.52339960,0.31669366,,,,,,,,,,,
SYN-0577,IFO-Bridge,10.51635139,0.00982367,0.00595009,0.79661382,283,0.63593162,,,0.99811528,,0.83049175,,,,,32.47239859,80.01690505,0.97367775,,,,
SYN-0578,IFO-Hill,11.92716636,0.00643635,0.01316506,0.91026275,292,0.49697448,27.37678980,59.59524986,0.97574595,0.46707643,0.33699100,,,,,,,,,,,
SYN-0579,IFO-Bridge,22.10504177,0.00481398,0.00984566,0.81848809,293,0.60750148,,,0.99563367,,0.76866390,,,,,28.98455263,62.16163592,0.96122685,,,,
SYN-0580,IFO-Slope,20.76479909,0.00653178,0.01087949,0.77292960,285,0.99863732,,,,,0.29978769,0.55196831,11.79221704,213.66475486,0.10033208,,,,,,,
SYN-0581,IFO-Valley,14.71644406,0.00654937,0.01310086,0.82169879,291,0.96155177,,,,,0.70049786,,,,,,,,32.43748793,90.96163066,0.38816045,0.81584383
SYN-0582,IFO-Bridge,17.24437177,0.00677621,0.00608748,0.91794167,284,0.69893899,,,0.98103666,,0.76092017,,,,,24.27054355,57.13502744,0.94865833,,,,
SYN-0583,IFO-Bridge,11.74360101,0.00546264,0.01017779,0.91776685,292,0.59224006,,,0.97817211,,0.79397788,,,,,25.82194558,77.37345934,0.95679688,,,,
SYN-0584,IFO-Slope,17.49619299,0.00421003,0.01371300,0.73965721,294,0.96935454,,,,,0.21304766,0.61883091,16.43687390,151.08656731,0.08859277,,,,,,,
SYN-0585,IFO-Slope,22.73123219,0.00868832,0.01095943,0.76059474,289,0.97056318,,,,,0.31141959,0.50297729,11.67343908,157.75274852,0.15473476,,,,,,,
SYN-0586,IFO-Slope,12.59443102,0.00832362,0.01132119,0.77699715,290,0.96315308,,,,,0.34037665,0.52039222,15.32313404,218.50243048,0.14216078,,,,,,,
SYN-0587,IFO-Slope,8.79949936,0.00740880,0.00409340,0.76046731,298,0.97025731,,,,,0.34113698,0.49499170,15.32977316,228.86051066,0.11751344,,,,,,,
SYN-0588,IFO-Bridge,11.04484562,0.00724144,0.00677992,0.91736392,295,0.60365128,,,0.97645773,,0.81830755,,,,,26.77478180,79.84000070,0.97029205,,,,
SYN-0589,IFO-Slope,20.25047783,0.00833322,0.00520489,0.88546490,295,0.96128701,,,,,0.28693160,0.54132087,13.78361857,182.71201973,0.11640764,,,,,,,
SYN-0590,IFO-Bridge,8.75620082,0.00532918,0.01341141,0.83233476,290,0.69314376,,,0.99794112,,0.83055485,,,,,27.65002091,64.17044185,0.95376251,,,,
SYN-0591,IFO-Slope,17.96927280,0.00301781,0.00932536,0.72990569,293,0.97856133,,,,,0.28775235,0.62312590,18.42298429,222.68262192,0.12324276,,,,,,,
SYN-0592,IFO-Bridge,22.07398194,0.00718517,0.01002440,0.82824785,296,0.55710698,,,0.98755895,,0.77435455,,,,,29.68810642,66.89502235,0.96496198,,,,
SYN-0593,IFO-Hill,18.06995432,0.00986347,0.01012919,0.75623699,292,0.57454258,30.16026008,68.45138224,0.99875675,0.43182147,0.22172350,,,,,,,,,,,
SYN-0594,IFO-Valley,17.89183689,0.00489893,0.00905635,0.84990850,291,0.97302111,,,,,0.62164710,,,,,,,,27.99191454,102.19540347,0.36138303,0.90365614
SYN-0595,IFO-Valley,18.25552584,0.00870813,0.00838963,0.76758047,287,0.99747399,,,,,0.61480124,,,,,,,,28.11459529,78.24327288,0.42209234,0.90425800
SYN-0596,IFO-Hill,20.00150482,0.00403094,0.01240514,0.90909470,292,0.52347402,25.09953479,61.36897580,0.98443742,0.44053696,0.30823530,,,,,,,,,,,
SYN-0597,IFO-Hill,17.29454842,0.00924516,0.01114093,0.80164264,293,0.50821271,21.47329494,73.93738361,0.99225614,0.43155474,0.34933435,,,,,,,,,,,
SYN-0598,IFO-Hill,19.42487282,0.00763013,0.00955855,0.83158882,294,0.48603206,24.68954949,63.30044695,0.99289765,0.44075790,0.21978426,,,,,,,,,,,
SYN-0599,IFO-Hill,12.26509745,0.00590632,0.01085281,0.79365736,295,0.56961328,23.54339448,60.34495569,0.98685654,0.53311248,0.20877160,,,,,,,,,,,
SYN-0600,IFO-Valley,18.86251274,0.00462288,0.01182884,0.77021618,297,0.99572879,,,,,0.64145535,,,,,,,,26.22387001,86.59313083,0.40575053,0.83807886
SYN-0601,IFO-Valley,20.27281942,0.00760357,0.01208861,0.91175449,295,0.96693525,,,,,0.65419906,,,,,,,,28.69967274,91.46876263,0.41868875,0.81039737
SYN-0602,IFO-Slope,18.83265148,0.00963385,0.00829441,0.81217208,292,0.96204961,,,,,0.33051622,0.50385419,15.52670812,214.30859667,0.12399507,,,,,,,
SYN-0603,IFO-Valley,20.41899047,0.00802605,0.01331697,0.78503348,295,0.97214567,,,,,0.65935207,,,,,,,,28.39554235,96.72007748,0.31788051,0.82738054
SYN-0604,IFO-Valley,23.55323221,0.00532560,0.01240164,0.86512188,295,0.97564814,,,,,0.65057263,,,,,,,,29.37682390,89.58991331,0.41895703,0.90157390
SYN-0605,IFO-Hill,9.71412805,0.00396111,0.00527518,0.73988416,284,0.56846535,21.25203243,72.61933995,0.98059810,0.50331664,0.27211122,,,,,,,,,,,
SYN-0606,IFO-Valley,9.02196964,0.00852929,0.01380557,0.87570161,289,0.98565535,,,,,0.62371499,,,,,,,,26.59337419,88.09617828,0.33778272,0.83600719
SYN-0607,IFO-Bridge,16.21314662,0.00567419,0.00694360,0.76685731,294,0.55850878,,,0.96689820,,0.80809932,,,,,29.71543236,80.69273653,0.94709959,,,,
SYN-0608,IFO-Slope,9.18398009,0.00532461,0.01258178,0.83495359,293,0.97500154,,,,,0.30952870,0.53770219,13.05470719,183.24640889,0.13907755,,,,,,,
SYN-0609,IFO-Valley,8.88641736,0.00624676,0.00568798,0.78325921,295,0.97725298,,,,,0.69786276,,,,,,,,27.33507524,89.87143155,0.33722671,0.91783260
SYN-0610,IFO-Valley,11.97427872,0.00434130,0.01367725,0.87279002,291,0.98840556,,,,,0.69602324,,,,,,,,36.96813329,97.27518262,0.27912654,0.87155805
SYN-0611,IFO-Valley,15.82026344,0.00659928,0.00748763,0.80052506,297,0.97432146,,,,,0.64601498,,,,,,,,28.69647017,98.56573144,0.39807373,0.91130754
SYN-0612,IFO-Slope,13.07277591,0.00870637,0.00808497,0.74849221,291,0.96741449,,,,,0.32602381,0.56022481,18.14947851,185.07281097,0.16997675,,,,,,,
SYN-0613,IFO-Bridge,17.73798957,0.00809661,0.01108299,0.85295637,291,0.67857721,,,0.96976670,,0.80526144,,,,,30.85312093,62.91357190,0.95000488,,,,
SYN-0614,IFO-Bridge,21.99332361,0.00762036,0.01304037,0.90807159,288,0.57164341,,,0.97423193,,0.81197991,,,,,27.19375687,58.55361093,0.94238139,,,,
SYN-0615,IFO-Slope,10.02373362,0.00503484,0.00897828,0.81213239,294,0.96579991,,,,,0.24195047,0.65875971,12.88650781,228.03075726,0.08652694,,,,,,,
SYN-0616,IFO-Valley,20.29255870,0.00476539,0.01207920,0.83460461,291,0.95881762,,,,,0.67146806,,,,,,,,29.70081501,87.45935784,0.31792015,0.81767421
SYN-0617,IFO-Slope,18.03503451,0.00832394,0.01258001,0.78130788,292,0.99469442,,,,,0.35622977,0.51154912,10.09942774,206.51334008,0.15873317,,,,,,,
SYN-0618,IFO-Bridge,15.00277789,0.00468472,0.00758891,0.74531686,282,0.63431667,,,0.97465576,,0.76863630,,,,,23.70920193,81.62844556,0.94420234,,,,
SYN-0619,IFO-Valley,13.97370018,0.00448000,0.00664067,0.79296297,296,0.95671570,,,,,0.62542588,,,,,,,,26.81371138,78.14531673,0.35441317,0.89868495
SYN-0620,IFO-Hill,9.94552452,0.00906626,0.00919418,0.84506095,295,0.55990361,28.95025883,62.16805097,0.99864250,0.47229987,0.32612998,,,,,,,,,,,
SYN-0621,IFO-Slope,21.89508982,0.00599974,0.00847418,0.76292585,286,0.96699928,,,,,0.30489660,0.52119793,14.90702336,210.42584145,0.10178284,,,,,,,
SYN-0622,IFO-Valley,8.03313855,0.00580614,0.01190787,0.81222155,299,0.96524751,,,,,0.61554358,,,,,,,,39.87064721,90.34970011,0.38575270,0.79467671
